,set_num,name,year,theme_id,num_parts
7155,3798,Motor Bushings,1969,242,4
7156,12578,Tripod Invader,2011,127,165
7157,11626,UFO Abduction,2011,127,210
7158,5742,Digger Bucket,1984,443,3
7159,8402,Titanium Ninja Tumbler,2016,435,336
7160,4290,Rock Roader,2016,435,406
7161,5327,Airjitzu Battle Grounds,2016,436,652
7162,5850,Kryptarium Prison Breakout,2016,435,202
7163,3253,Salvage M.E.C.,2016,435,430
7164,11530,The Green NRG Dragon,2016,435,560
7165,8774,The Lighthouse Siege,2016,435,761
7166,14644,Ultra Stealth Raider,2016,435,1076
7167,5806,Samurai X Cave Chaos,2016,435,1233
7168,1809,Cole's Dragon,2016,435,94
7169,434,Ninja Bike Chase,2016,435,231
7170,13498,Sky Shark,2016,435,221
7171,1167,Jay’s Elemental Dragon,2016,435,350
7172,10577,Raid Zeppelin,2016,435,293
7173,12863,Tiger Widow Island,2016,435,408
7174,6592,Misfortune’s Keep,2016,435,753
7175,674,12V Rail Contact Wire with Transformer Connector,1969,242,1
7176,17134,The Vermillion Attack,2017,435,75
7177,17425,Desert Lightning,2017,435,192
7178,17424,Destiny's Shadow,2017,435,344
7179,17423,Vermillion Invader,2017,435,304
7180,17422,Samurai VXL,2017,435,414
7181,17421,Dawn of Iron Doom,2017,435,680
7182,17420,Dragon's Forge,2017,435,1118
7183,6816,12V Rail Contact Wire with Transformer Connector with Cap,1974,242,1
7184,6041,Crane Grab Assembly,1984,443,3
7185,10747,Alien Mothership,2011,127,415
7186,5555,Earth Defense HQ,2011,127,877
7187,13858,Jet-Copter Encounter,2011,127,373
7188,5307,Space Swarmer,2013,146,86
7189,14636,Catapult Raft,2004,286,23
7190,5325,Swarm Interceptor,2013,146,217
7191,14031,Warp Stinger,2013,146,307
7192,11252,Star Slicer,2013,146,311
7193,4486,Vermin Vaporizer,2013,146,504
7194,4274,Bug Obliterator,2013,146,709
7195,11581,Crater Creeper,2013,146,172
7196,431,CLS-89 Eradicator Mech,2013,146,439
7197,9304,Hive Crawler,2013,146,558
7198,12724,Galactic Titan,2013,146,1010
7199,12352,Tile Brick Assortment,1984,443,50
7200,11899,Treasure Island,2004,286,30
7201,7581,Hover Hunter,2014,435,79
7202,4749,Captain Kragg's Pirate Boat,2004,286,41
7203,6394,Kai Fighter,2014,435,195
7204,13831,OverBorg Attack,2013,435,208
7205,5684,Thunder Raider,2014,435,333
7206,3097,NinjaCopter,2014,435,514
7207,6749,Nindroid MechDragon,2014,435,689
7208,3992,Destructoid,2014,435,252
7209,9894,X-1 Ninja Charger,2014,435,425
7210,12361,Battle for Ninjago City,2014,435,1216
7211,14399,Chain Cycle Ambush,2015,435,298
7212,3638,Pirate Dock,2004,286,63
7213,2913,Jay Walker One,2015,435,385
7214,10686,City of Stiix,2015,435,1067
7215,15375,Blaster Bike,2015,435,211
7216,2112,Master Wu Dragon,2015,435,575
7217,15609,Ronin R.E.X.,2015,435,545
7218,5079,Attack of the Morro Dragon,2015,435,655
7219,14579,Titan Mech Battle,2015,435,749
7220,14317,Final Flight of Destiny’s Bounty,2015,435,1256
7221,6240,Airjitzu Kai Flyer,2015,436,47
7222,8779,Airjitzu Jay Flyer,2015,436,46
7223,12060,Skull Island,2004,286,81
7224,8512,Airjitzu Cole Flyer,2015,436,46
7225,13724,Airjitzu Zane Flyer,2015,436,43
7226,12454,Airjitzu Morro Flyer,2015,436,47
7227,15110,Airjitzu Wrayth Flyer,2015,436,43
7228,8262,Anacondrai Crusher,2015,435,218
7229,12943,Condrai Copter Attack,2015,435,310
7230,5121,Boulder Blaster,2015,435,234
7231,13332,Titanium Dragon,2015,435,360
7232,7760,Enter the Serpent,2015,435,527
7233,10179,Ninja DB X,2015,435,754
7234,2356,Captain Redbeard's Pirate Ship,2004,286,139
7235,12798,Temple of Airjitzu,2015,435,2028
7236,8019,Captain Redbeard's Pirate Ship - Limited Edition with Motor,2004,286,2
7237,13118,Jungle Trap,2015,435,58
7238,9306,Lava Falls,2015,435,94
7239,12285,Jay's Electromech,2015,435,152
7240,14903,Jungle Raider,2015,435,187
7241,3838,Dojo Showdown,2015,435,214
7242,14331,Protector of Jungle,2015,360,70
7243,11533,Protector of Stone,2015,360,73
7244,12389,Protector of Water,2015,360,71
7245,7259,King's Battle Chariot,2009,193,103
7246,7650,Protector of Earth,2015,360,66
7247,3946,Protector of Ice,2015,360,68
7248,9198,Protector of Fire,2015,360,69
7249,9973,Lewa - Master of Jungle,2015,362,85
7250,9279,Pohatu - Master of Stone,2015,362,66
7251,481,Gali - Master of Water,2015,362,87
7252,2681,Tahu - Master of Fire,2015,362,89
7253,8482,Kopaka - Master of Ice,2015,362,96
7254,2478,Onua - Master of Earth,2015,362,107
7255,6810,Lord of Skull Spiders,2015,361,145
7256,15458,Drawbridge Defense,2009,193,337
7257,8931,Skull Warrior,2015,324,99
7258,14268,Skull Slicer,2015,324,71
7259,2763,Skull Basher,2015,324,72
7260,581,Skull Scorpio,2015,324,107
7261,11789,Mask Maker vs. Skull Grinder,2015,324,165
7262,14176,Escape Glider,2014,578,103
7263,1977,Scurvy Dog and Crocodile,2004,286,7
7264,7204,Melting Room,2014,578,122
7265,5943,Bad Cop's Pursuit,2014,578,313
7266,13067,Cloud Cuckoo Palace,2014,578,197
7267,8175,Ice Cream Machine,2014,578,343
7268,10446,Trash Chomper,2014,578,388
7269,3927,Castle Cavalry,2014,578,423
7270,13196,Metal Beard's Duel,2014,578,411
7271,5180,Super Cycle Chase,2014,578,513
7272,4268,Lord Business’ Hideout,2014,578,736
7273,13582,12V Extension Cord Pack,1970,242,3
7274,14208,MetalBeard’s Sea Cow,2014,578,2741
7275,11542,Harry Hardtack and Monkey,2004,286,10
7276,14747,The Flying Flusher,2014,578,350
7277,73,Creative Ambush,2014,578,473
7278,11862,Rescue Reinforcements,2014,578,857
7279,2377,Emmet’s Constructo-Mech,2014,578,705
7280,9213,Super Secret Police Dropship,2014,578,852
7281,6567,"Benny’s Spaceship, Spaceship, SPACESHIP!",2014,578,933
7282,9660,Batman & Super Angry Kitty Attack,2015,578,115
7283,6862,Double-Decker Couch,2015,578,197
7284,5556,Bad Cop Car Chase,2015,578,291
7285,4075,Cannonball Jimmy and Shark,2004,286,7
7286,6219,Angle Brick / Landing Frame,1984,443,8
7287,11916,The Joker Balloon Escape,2017,484,123
7288,4498,Crossbow Attack,2007,193,54
7289,10000,Mr. Freeze Ice Attack,2017,484,195
7290,9478,Catwoman Catcycle Chase,2017,484,138
7291,10172,The Riddler Riddle Racer,2017,484,253
7292,NaN,Clayface Splat Attack,2017,484,0
7293,16791,"Clayface"" Splat Attack",2017,484,448
7294,16591,The Batmobile,2017,484,580
7295,NaN,LEGO® Batman Movie - The Joker™ Notorious Lowrider,2017,484,0
7296,16796,"The Joker"" Notorious Lowrider",2017,484,431
7297,16781,Killer Croc Tail-Gator,2017,484,459
7298,16691,The Scuttler,2017,484,774
7299,16814,Batcave Break-in,2017,484,1042
7300,4464,Police Boat,1978,363,48
7301,16802,"Scarecrow"" Special Delivery",2017,484,203
7302,2853,Knights' Catapult Defense,2007,193,123
7303,1630,The Penguin™ Arctic Roller,2017,484,304
7304,16813,Arkham Asylum,2017,484,1621
7305,18439,"Scarecrow"" Fearful Face-off",2017,484,140
7306,18440,"Bane"" Toxic Truck Attack",2017,484,365
7307,18441,"Two-Face"" Double Demolition",2017,484,563
7308,18442,The Batwing,2017,484,1052
7309,11849,Axle Assortment,1984,453,36
7310,10178,Skeletons' Prison Carriage,2007,193,193
7311,2223,Skeleton Tower,2007,193,401
7312,6272,King's Castle Siege,2007,193,921
7313,16081,Trolls' Mountain Fortress,2009,193,843
7314,9144,Accessory Motor for Boats,2004,289,1
7315,4875,Minifigure Series 9 [Random Bag],2013,544,0
7316,10478,Waiter - Complete Set,2013,544,7
7317,12640,Judge - Complete Set,2013,544,7
7318,15146,Alien Avenger - Complete Set,2013,544,7
7319,1856,Mermaid - Complete Set,2013,544,6
7320,1968,Battle Mech - Complete Set,2013,544,6
7321,15630,Mr. Good and Evil - Complete Set,2013,544,6
7322,7175,Forest Maiden - Complete Set,2013,544,7
7323,16130,Plumber - Complete Set,2013,544,6
7324,1159,Minifigures Series 9 - Complete,2013,544,16
7325,11143,Minifigure Series 9 (Box of 60),2013,544,60
7326,15050,Cyclops - Complete Set,2013,544,6
7327,15673,Hollywood Starlet - Complete Set,2013,544,6
7328,6665,Heroic Knight - Complete Set,2013,544,10
7329,1646,Roman Emperor - Complete Set,2013,544,6
7330,15084,Policeman - Complete Set,2013,544,7
7331,9843,Chicken Suit Guy - Complete Set,2013,544,5
7332,1033,Roller Derby Girl - Complete Set,2013,544,7
7333,4056,Fortune Teller - Complete Set,2013,544,7
7334,1065,Samsonite Large Educational Set,1963,523,0
7335,5518,Minifigure Series 10 [Random Bag],2013,545,0
7336,7922,Librarian - Complete Set,2013,545,7
7337,7454,Sea Captain - Complete Set,2013,545,7
7338,10025,Sad Clown - Complete Set,2013,545,6
7339,14633,Revolutionary Soldier - Complete Set,2013,545,6
7340,3121,Baseball Fielder - Complete Set,2013,545,5
7341,3945,Trendsetter - Complete Set,2013,545,7
7342,9167,Painter - Complete Set,2013,545,9
7343,11051,Motorcycle Mechanic - Complete Set,2013,545,6
7344,5366,Minifigures Series 10 - Complete (except Mr. Gold),2013,545,16
7345,10052,Minifigure Series 10 (Box of 60),2013,545,60
7346,8860,Mr. Gold - Complete Set,2013,545,5
7347,13040,Medusa - Complete Set,2013,545,5
7348,12890,Roman Commander - Complete Set,2013,545,8
7349,576,Warrior Woman - Complete Set,2013,545,7
7350,6092,Tomahawk Warrior - Complete Set,2013,545,6
7351,15790,Skydiver - Complete Set,2013,545,6
7352,15002,Bumblebee Girl - Complete Set,2013,545,7
7353,378,Grandpa - Complete Set,2013,545,7
7354,11788,Paintball Player - Complete Set,2013,545,7
7355,12637,Minifigure Series 11 [Random Bag],2013,547,0
7356,2712,Barbarian - Complete Set,2013,547,7
7357,6830,Welder - Complete Set,2013,547,7
7358,1986,Scientist - Complete Set,2013,547,7
7359,840,Saxophone Player - Complete Set,2013,547,6
7360,13507,Diner Waitress - Complete Set,2013,547,10
7361,4192,Grandma - Complete Set,2013,547,7
7362,14104,Constable - Complete Set,2013,547,6
7363,3388,Lady Robot - Complete Set,2013,547,6
7364,11190,LEGO Collectable Minifigures Series 11 - Complete,2014,547,16
7365,13480,Minifigure Series 11 (Box of 60),2013,547,60
7366,9336,Scarecrow - Complete Set,2013,547,7
7367,8705,Pretzel Girl - Complete Set,2013,547,7
7368,7577,Evil Mech - Complete Set,2013,547,8
7369,15591,Island Warrior - Complete set,2013,547,8
7370,3788,Gingerbread Man - Complete Set,2013,547,5
7371,1886,Holiday Elf - Complete Set,2013,547,8
7372,4455,Yeti - Complete Set,2013,547,5
7373,4624,Mountain Climber - Complete Set,2013,547,7
7374,7025,LEGO Minifigures - The LEGO Movie Series [Random Bag],2014,549,0
7375,7327,Calamity Drone,2014,549,7
7376,13044,Larry the Barista,2014,549,6
7377,2691,Velma Staplebot,2014,549,6
7378,9173,Taco Tuesday Man,2014,549,10
7379,5048,'Where Are My Pants?' Guy,2014,549,6
7380,7501,Wiley Fusebot,2014,549,8
7381,8595,Panda Guy,2014,549,6
7382,9244,Marsha Queen of the Mermaids,2014,549,7
7383,5133,LEGO Minifigures - The LEGO Movie Series - Complete,2014,549,16
7384,9765,LEGO Minifigures - The LEGO Movie Series - Sealed Box,2014,549,60
7385,2247,President Business - Complete Set,2014,549,6
7386,7061,Hard Hat Emmet,2014,549,6
7387,10710,Wild West Wyldstyle,2014,549,6
7388,5635,Abraham Lincoln,2014,549,6
7389,589,Mrs Scratchen-Post,2014,549,6
7390,13011,Scribble-Face Bad Cop,2014,549,7
7391,7520,William Shakespeare,2014,549,7
7392,9938,Gail the Construction Worker,2014,549,6
7393,4071,LEGO Minifigures - The Simpsons Series [Random Bag],2014,550,0
7394,16284,Homer Simpson,2014,550,6
7395,12007,Ralph Wiggum,2014,550,5
7396,11971,Apu Nahasapeemapetilon,2014,550,5
7397,5295,Nelson Muntz,2014,550,5
7398,8945,Itchy,2014,550,5
7399,8288,Scratchy,2014,550,6
7400,369,Chief Wiggum,2014,550,6
7401,1211,Mr. Burns,2014,550,6
7402,9960,LEGO Minifigures - The Simpsons Series - Complete,2014,550,16
7403,8782,LEGO Minifigures - The Simpsons Series - Sealed Box,2014,550,60
7404,9639,Bart Simpson,2014,550,7
7405,11462,Marge Simpson,2014,550,7
7406,294,Lisa Simpson,2014,550,6
7407,9122,Maggie Simpson,2014,550,4
7408,8059,Grampa Simpson,2014,550,5
7409,13575,Ned Flanders,2014,550,6
7410,7979,Krusty the Clown,2014,550,5
7411,3264,Milhouse Van Houten,2014,550,5
7412,5582,The Simpsons House,2014,50,2530
7413,8678,LEGO Minifigures Series 12 [Random Bag],2014,548,0
7414,14757,Wizard,2014,548,11
7415,5237,Dino Tracker,2014,548,7
7416,12386,Pizza Delivery Man,2014,548,7
7417,4093,Rock Star,2014,548,6
7418,3037,Swashbuckler,2014,548,7
7419,16015,Piggy Guy,2014,548,6
7420,2016,Genie Girl,2014,548,6
7421,5834,Spooky Girl,2014,548,7
7422,3271,LEGO Minifigures Series 12 - Complete,2014,548,16
7423,13992,LEGO Minifigures Series 12 - Sealed Box,2014,548,60
7424,10914,Hun Warrior,2014,548,10
7425,2644,Fairytale Princess,2014,548,6
7426,14436,Video Game Guy,2014,548,6
7427,4607,Battle Goddess,2014,548,9
7428,106,Space Miner,2014,548,9
7429,2013,Lifeguard,2014,548,7
7430,5437,Prospector,2014,548,7
7431,14501,Jester,2014,548,7
7432,12044,LEGO Minifigures - Series 13 [Random Bag],2015,551,0
7433,6208,Classic King,2015,551,9
7434,10001,Evil Wizard,2015,551,10
7435,8009,Fencer,2015,551,6
7436,4846,Samurai,2015,551,8
7437,9013,Disco Diva,2015,551,8
7438,5899,Hot Dog Man,2015,551,5
7439,10891,Lady Cyclops,2015,551,6
7440,16316,Galaxy Trooper,2015,551,8
7441,9033,LEGO Minifigures Series 13 - Complete,2015,551,16
7442,4666,LEGO Minifigures Series 13 - Sealed Box,2015,551,60
7443,3700,Sheriff,2015,551,8
7444,14318,Unicorn Girl,2015,551,7
7445,13807,Snake Charmer,2015,551,7
7446,13556,Goblin,2015,551,7
7447,14578,Paleontologist,2015,551,7
7448,9261,Alien Trooper,2015,551,6
7449,15024,Egyptian Warrior,2015,551,7
7450,3446,Carpenter,2015,551,7
7451,13485,The Simpsons Series 2 {Random bag},2015,550,0
7452,3453,Homer,2015,550,5
7453,3954,Hans Moleman,2015,550,5
7454,7029,Selma,2015,550,6
7455,14269,Patty,2015,550,6
7456,12296,Groundskeeper Willie,2015,550,5
7457,3629,Edna Krabappel,2015,550,7
7458,13110,Smithers,2015,550,6
7459,14695,Dr Hibbert,2015,550,5
7460,8734,The Simpsons Series 2 - Complete,2015,550,16
7461,11784,The Simpsons Series 2 - Sealed Box,2015,550,60
7462,13053,Marge,2015,550,10
7463,11543,Lisa,2015,550,6
7464,7260,Maggie,2015,550,4
7465,14863,Bart,2015,550,6
7466,15684,Milhouse,2015,550,6
7467,2403,Comic Book Guy,2015,550,6
7468,7427,Martin,2015,550,5
7469,8263,Professor Frink,2015,550,5
7470,13965,Wrecker with Car,1973,397,91
7471,2720,LEGO Minifigures - Series 14 {Random bag},2015,552,0
7472,14002,Wolf Guy,2015,552,6
7473,8880,Gargoyle,2015,552,6
7474,11685,Skeleton Guy,2015,552,6
7475,10582,Monster Rocker,2015,552,6
7476,12167,Zombie Businessman,2015,552,7
7477,7792,Banshee,2015,552,5
7478,1578,Square Foot,2015,552,5
7479,10493,Spider Lady,2015,552,7
7480,398,LEGO Minifigures - Series 14 - Complete,2015,552,0
7481,9624,LEGO Minifigures - Series 14 - Sealed Box,2015,552,0
7482,653,Zombie Pirate,2015,552,7
7483,7326,Monster Scientist,2015,552,6
7484,3399,Wacky Witch,2015,552,8
7485,3717,Plant Monster,2015,552,7
7486,15912,Fly Monster,2015,552,5
7487,5222, Spectre,2015,552,7
7488,15448,Zombie Cheerleader,2015,552,7
7489,5273,Tiger Woman,2015,552,7
7490,9982,Lightsaber Duel,1999,166,52
7491,5197,LEGO Minifigures - Series 15 {Random bag},2016,554,0
7492,14490,Farmer,2016,554,7
7493,9732,Ballerina,2016,554,6
7494,9401,Laser Mech,2016,554,9
7495,12765,Kendo Fighter,2016,554,7
7496,14645,Shark Suit Guy,2016,554,5
7497,14048,Wrestling Champion,2016,554,6
7498,5251,Jewel Thief,2016,554,8
7499,15199,Queen,2016,554,8
7500,14442,LEGO Minifigures - Series 15 - Complete,2016,554,0
7501,14508,LEGO Minifigures - Series 15 - Sealed Box,2016,554,0
7502,5658,Astronaut,2016,554,9
7503,2185,Frightening Knight,2016,554,10
7504,4329,Clumsy Guy,2016,554,7
7505,7615,Tribal Woman,2016,554,8
7506,1517,Flying Warrior,2016,554,11
7507,9091,Faun,2016,554,6
7508,12753,Animal Control Officer,2016,554,7
7509,334,Janitor,2016,554,7
7510,13171,Stitch,2016,555,4
7511,9174,Donald Duck,2016,555,6
7512,25,Minnie Mouse,2016,555,6
7513,12202,Mickey Mouse,2016,555,4
7514,2428,Mr. Incredible,2016,555,6
7515,7916,Syndrome,2016,555,6
7516,14500,Peter Pan,2016,555,7
7517,10875,Captain Hook,2016,555,6
7518,7819,Ursula,2016,555,6
7519,15069,Ariel,2016,555,7
7520,16460,LEGO Minifigures - Disney Series - Complete,2016,535,0
7521,547,Alien,2016,555,4
7522,5003,Buzz Lightyear,2016,555,8
7523,7166,Aladdin,2016,555,6
7524,15855,Genie,2016,555,7
7525,10281,Maleficent,2016,555,10
7526,5232,Alice,2016,555,8
7527,10176,Cheshire Cat,2016,555,5
7528,2376,Daisy Duck,2016,555,6
7529,3166,Ice Queen,2016,556,12
7530,2841,Penguin Boy,2016,556,7
7531,11280,Rogue,2016,556,7
7532,13540,Dog Show Winner,2016,556,7
7533,15387,Mariachi,2016,556,7
7534,2768,Spy,2016,556,9
7535,5188,Banana Guy,2016,556,5
7536,5268,Babysitter,2016,556,8
7537,16423,LEGO Minifigures - Series 16 - Complete,2016,556,0
7538,10215,Desert Warrior,2016,556,6
7539,11030,Cyborg,2016,556,8
7540,5337,Cute Little Devil Set,2016,556,10
7541,1880,Spooky Boy,2016,556,7
7542,856,Hiker,2016,556,8
7543,14671,Wildlife Photographer,2016,556,8
7544,3864,Kickboxer,2016,556,6
7545,11376,Scallywag Pirate,2016,556,7
7546,10364,Joachim Löw,2016,557,6
7547,13846,Toni Kroos (18),2016,557,6
7548,7006,Sami Khedira (6),2016,557,6
7549,3619,André Schürrle (9),2016,557,6
7550,7284,Marco Reus (21),2016,557,6
7551,11398,Christoph Kramer (20),2016,557,6
7552,397,Mario Götze (19),2016,557,6
7553,13956,Max Kruse (23),2016,557,6
7554,16593,DFB Series - Complete,2016,557,0
7555,1503,Manuel Neuer (1),2016,557,6
7556,11213,Jérôme Boateng (17),2016,557,6
7557,5496,Mats Hummels (5),2016,557,6
7558,3420,Benedikt Höwedes (4),2016,557,6
7559,14938,Shkodran Mustafi (2),2016,557,6
7560,4894,Bastian Schweinsteiger (7),2016,557,6
7561,15052,Mesut Özil (8),2016,557,6
7562,10257,Thomas Müller (13),2016,557,6
7563,16139,The Kwik-E-Mart,2015,50,2176
7564,224,Lobster-Lovin’ Batman™,2017,484,7
7565,10139,Pink Power Batgirl™,2017,484,8
7566,2176,Red Hood™,2017,484,8
7567,4043,The Eraser™,2017,484,6
7568,11064,Nurse Harley Quinn™,2017,484,7
7569,3120,Orca™,2017,484,5
7570,13772,Zodiac Master™,2017,484,6
7571,8991,Catman™,2017,484,9
7572,3413,March Harriet™,2017,484,6
7573,15859,The Calculator™,2017,484,8
7574,1790,King Tut™,2017,484,7
7575,9323,Glam Metal Batman™,2017,484,8
7576,34,The Mime™,2017,484,7
7577,16594,The LEGO Batman Movie Series - Complete,2017,535,0
7578,7470,Fairy Batman™,2017,484,8
7579,1478,Clan of the Cave Batman™,2017,484,7
7580,10424,Vacation Batman™,2017,484,8
7581,15274,Barbara Gordon™,2017,484,8
7582,3218,Commissioner Gordon™,2017,484,7
7583,8410,The Joker™ – Arkham Asylum,2017,484,6
7584,12239,Dick Grayson™,2017,484,7
7585,18458,Professional Surfer,2017,611,6
7586,18463,Battle Dwarf,2017,611,9
7587,18185,Retro Spaceman,2017,611,7
7588,18183,Yuppie,2017,611,8
7589,18161,Rocket Boy,2017,611,7
7590,18466,Dance Instructor,2017,611,7
7591,18184,Elf-Girl,2017,611,7
7592,18174,Highwayman,2017,611,9
7593,18701,Minifigures - Series 17 - Complete 16 Sets,2017,611,0
7594,18006,LEGO Minifigures Series 17 - All Parts,2017,611,116
7595,18459,Circus Strong Man,2017,611,6
7596,18169,Gourmet Chef,2017,611,7
7597,18170,Corn Cob Guy,2017,611,5
7598,18460,Veterinarian,2017,611,6
7599,18203,Hot Dog Man,2017,611,9
7600,18645,Butterfly Girl,2017,611,10
7601,18462,Roman Gladiator,2017,611,6
7602,18464,Connoisseur,2017,611,7
7603,14181,Lockable Storage Case,1966,371,1
7604,7832,Universal Building Set,1983,469,364
7605,1668,Jedi Duel,2002,167,82
7606,12397,The Disney Castle,2016,608,4060
7607,16145,Desert Skiff,2000,169,55
7608,17677,Silent Mary,2017,263,2286
7609,424,Baseplate Assortment,1984,443,10
7610,13554,Droid Escape,2001,169,45
7611,6346,Landspeeder,1999,169,49
7612,723,Jeep CJ-5,1977,397,58
7613,532,Droid Fighter,1999,166,62
7614,14839,Tusken Raider Encounter,2002,167,93
7615,1828,Gungan Patrol,2000,166,79
7616,1476,Tahu,2010,345,19
7617,3847,Starter Pack: PS3,2015,604,265
7618,9930,Gresh,2010,345,19
7619,6352,LEGO® DIMENSIONS™ PLAYSTATION® 4 Starter Pack,2015,604,265
7620,16393,LEGO® DIMENSIONS™ Xbox One Starter Pack,2015,604,265
7621,11496,LEGO® DIMENSIONS™ Xbox 360 Starter Pack,2015,604,265
7622,2594,LEGO® DIMENSIONS™ Wii U™ Starter Pack,2015,604,265
7623,9456,Twin-Pod Cloud Car,2002,169,118
7624,2873,Dimensions Starter Pack,2015,604,265
7625,1128,LEGO® DIMENSIONS™ Back to the Future™ Level Pack,2015,604,94
7626,3463,LEGO® DIMENSIONS™ The Simpsons™ Level Pack,2015,604,96
7627,14424,LEGO® DIMENSIONS™ Portal® 2 Level Pack,2015,604,85
7628,14431,LEGO® DIMENSIONS™ Doctor Who Level Pack,2015,604,82
7629,2073,LEGO® DIMENSIONS™ Jurassic World™ Team Pack,2015,604,103
7630,2352,LEGO® DIMENSIONS™ Scooby-Doo™ Team Pack,2015,604,84
7631,2193,LEGO® DIMENSIONS® NINJAGO™ Team Pack,2015,604,98
7632,13082,LEGO® DIMENSIONS™ Wonder Woman Fun Pack,2015,604,41
7633,2472,Sea Plane,1977,412,115
7634,5805,LEGO® DIMENSIONS™ Cyborg™ Fun Pack,2015,604,50
7635,2713,Naboo Swamp,1999,166,82
7636,12176,LEGO® DIMENSIONS™ Bart Fun Pack,2015,604,34
7637,8964,LEGO® DIMENSIONS™ Fun Pack Emmet,2015,604,55
7638,5163,LEGO® DIMENSIONS™ Bad Cop Fun Pack,2015,604,62
7639,1868,LEGO® DIMENSIONS™ Benny Fun Pack ,2015,604,46
7640,13199,LEGO® DIMENSIONS™ Jay Fun Pack,2015,604,48
7641,10128,LEGO® DIMENSIONS™ Nya Fun Pack,2015,604,59
7642,100,LEGO® DIMENSIONS™ Zane Fun Pack,2015,604,46
7643,14611,LEGO® DIMENSIONS™ Gollum Fun Pack,2015,604,39
7644,12372,LEGO® DIMENSIONS™ Legolas Fun Pack,2015,604,36
7645,243,LEGO® DIMENSIONS™ Gimli Fun Pack,2015,604,56
7646,13360,LEGO® DIMENSIONS™ Wicked Witch™ Fun Pack,2015,604,38
7647,9466,LEGO® DIMENSIONS™ Laval Fun Pack,2015,604,57
7648,9113,LEGO® DIMENSIONS™ Cragger Fun Pack,2015,604,45
7649,3320,LEGO® DIMENSIONS® Krusty Fun Pack,2015,604,38
7650,14068,The Ghostbusters Level Pack,2016,604,115
7651,2861,DC Comics Team Pack,2016,604,92
7652,8443,Doc Brown Fun Pack,2016,604,69
7653,14429,LEGO® DIMENSIONS™ Unikitty Fun Pack,2015,604,58
7654,6719,LEGO® DIMENSIONS™ Eris Fun Pack,2015,604,59
7655,9767,Stay Puft Fun Pack,2016,604,65
7656,11591,Sensei Wu Fun Pack,2016,604,58
7657,5896,Midway Arcade™ Level Pack,2016,604,96
7658,299,Superman™ Fun Pack,2016,604,48
7659,13487,Aquaman and Aqua Watercraft,2016,604,43
7660,11246,Cyberman Fun Pack,2016,604,40
7661,5244,Lloyd Fun Pack,2016,604,56
7662,4596,Bane™ Fun Pack,2016,604,52
7663,10262,Flash Speeder,2000,166,107
7664,11446,Slimer Fun Pack,2016,604,33
7665,3776,Ghostbusters Story Pack,2016,604,258
7666,15918,Sonic the Hedgehog™ Level Pack,2016,604,101
7667,15275,Adventure Time Level Pack,2016,604,102
7668,12595,Adventure Time Team Pack,2016,604,96
7669,605,Harry Potter Team Pack,2016,604,119
7670,12324,Mission: Impossible™ Level Pack,2016,604,76
7671,5560,A-Team Fun Pack,2016,604,73
7672,8890,Fantastic Beasts and Where to Find Them™ Story Pack,2016,604,261
7673,12817,Gremlins™ Team Pack,2016,604,94
7674,13816,Tina Goldstein Fun Pack,2016,604,51
7675,14835,E.T. the Extra-Terrestrial™ Fun Pack,2016,604,42
7676,16187,Battle Droid Carrier,2001,166,133
7677,11993,Imperial AT-ST,2001,169,107
7678,12823,Speeder Bikes,1999,169,93
7679,3084,Marceline the Vampire Queen,2016,604,60
7680,17816,Michael Knight and K.I.T.T. Knight Ryder Fun Pack,2017,604,54
7681,12043,Uxar Creature of Jungle,2016,324,87
7682,8634,Snowspeeder,1999,169,217
7683,7676,Ketar Creature of Stone,2016,324,78
7684,10469,Akida Creature of Water,2016,324,112
7685,3763,Ikir Creature of Fire,2016,324,72
7686,13637,Terak Creature of Earth,2016,324,55
7687,10640,Lewa Uniter of Jungle,2016,324,65
7688,10902,Pohatu Uniter of Stone,2016,324,85
7689,9047,Gali Uniter of Water,2016,324,72
7690,7998,Tahu Uniter of Fire,2016,324,132
7691,6591,Onua Uniter of Earth,2016,324,144
7692,1181,Umarak the Hunter,2016,324,150
7693,11263,Anakin's Podracer,1999,166,136
7694,12341,Kopaka and Melum - Unity set,2016,324,162
7695,10141,Ekimu the Mask Maker,2016,324,94
7696,15932,Lava Beast,2016,324,114
7697,6823,Storm Beast,2016,324,109
7698,4537,Quake Beast,2016,324,102
7699,16043,Umarak the Destroyer,2016,324,190
7700,12145,Bounty Hunter Pursuit,2002,167,254
7701,16938,Supergirl (DC Comics Playstation 4),2016,604,6
7702,8672,A-wing Fighter,2000,169,125
7703,4073,Green Arrow,2016,604,7
7704,7184,Takanuva,2010,345,21
7705,13935,Skrall,2010,345,21
7706,2649,Piraka,2010,345,15
7707,143,Rahkshi,2010,345,18
7708,2751,Ewok Attack,2002,169,121
7709,16059,X-wing Fighter,1999,169,271
7710,6783,Naboo Fighter,1999,166,179
7711,11737,X-wing Fighter (re-release of 7140),2002,169,273
7712,4732,Jedi Starfighter,2002,167,139
7713,16214,Slave I,2000,169,166
7714,15419,Von Nebula,2010,403,156
7715,7636,TIE Fighter,2001,169,171
7716,13058,Xplode,2010,403,45
7717,4321,Meltdown,2010,403,49
7718,8034,TIE Fighter & Y-wing,1999,169,410
7719,9076,Basic Building Set,1990,467,410
7720,10838,Sith Infiltrator,1999,166,244
7721,1369,TIE Fighter & Y-wing (re-release of 7150),2002,169,411
